start_frame,end_frame,class
5962,5973,Cross
5974,5986,Jab
5987,5992,Jab
5993,6005,Cross
6006,6015,Jab
6016,6021,Jab
6022,6033,Cross
6036,6046,Jab
6047,6053,Jab
6054,6066,Cross
6067,6077,Jab
6078,6083,Jab
6084,6095,Cross
6097,6106,Jab
6107,6112,Jab
6113,6125,Cross
6127,6136,Jab
6137,6142,Jab
6143,6157,Cross
6158,6166,Jab
6167,6173,Jab
6174,6186,Cross
6189,6198,Jab
6199,6205,Jab
6206,6218,Cross
6220,6229,Jab
6230,6235,Jab
6236,6248,Cross
6250,6260,Jab
6261,6265,Jab
6266,6279,Cross
6280,6289,Jab
6290,6295,Jab
6296,6309,Cross
6310,6319,Jab
6320,6325,Jab
6326,6338,Cross
6339,6348,Jab
6349,6354,Jab
6355,6366,Cross
6369,6378,Jab
6379,6385,Jab
6389,6397,Cross
6399,6409,Jab
6410,6414,Jab
6415,6428,Cross
6429,6434,Jab
6435,6445,Jab
6446,6458,Cross
6459,6468,Jab
6469,6475,Jab
6476,6487,Cross
6489,6498,Jab
6499,6505,Jab
6506,6516,Cross
6519,6530,Jab
6531,6536,Jab
6537,6548,Cross
6550,6559,Jab
6560,6566,Jab
6567,6578,Cross
6579,6589,Jab
6590,6596,Jab
6597,6608,Cross
6609,6619,Jab
6620,6627,Jab
6628,6638,Cross
6640,6650,Jab
6651,6657,Jab
6658,6668,Cross
6672,6681,Jab
6682,6688,Jab
6689,6698,Cross
6702,6711,Jab
6712,6719,Jab
6720,6728,Cross
6732,6742,Jab
6743,6750,Jab
6751,6760,Cross
6763,6773,Jab
6774,6782,Jab
6783,6790,Cross
6794,6804,Jab
6805,6812,Jab
6813,6821,Cross
6824,6834,Jab
6835,6842,Jab
6843,6851,Cross
6856,6865,Jab
6866,6872,Jab
6873,6881,Cross
6884,6894,Jab
7005,7019,Cross
7037,7052,Jab
7066,7081,Cross
7099,7112,Jab
7128,7142,Cross
7160,7175,Jab
7190,7205,Cross
7222,7237,Jab
7257,7271,Cross
7287,7300,Jab
7321,7336,Cross
7353,7366,Jab
7385,7401,Cross
7418,7435,Jab
7452,7467,Cross
7485,7498,Jab
7550,7561,Jab
7582,7598,Cross
7616,7628,Jab
7659,7670,Jab
7671,7676,Jab
7677,7689,Cross
7692,7701,Jab
7702,7706,Jab
7707,7718,Cross
7721,7730,Jab
7731,7737,Jab
7738,7748,Cross
7753,7761,Jab
7762,7768,Jab
7769,7780,Cross
7782,7789,Jab
7790,7797,Jab
7798,7811,Cross
7813,7821,Jab
7822,7827,Jab
7828,7840,Cross
7841,7849,Jab
7850,7856,Jab
7857,7869,Cross
7870,7880,Jab
7881,7887,Jab
7888,7899,Cross
7901,7910,Jab
7911,7917,Jab
7918,7930,Cross
7933,7942,Jab
7943,7949,Jab
7950,7960,Cross
7961,7970,Jab
7971,7978,Jab
7979,7990,Cross
7992,8001,Jab
8002,8008,Jab
8009,8021,Cross
8023,8031,Jab
8032,8038,Jab
8039,8050,Cross
8054,8063,Jab
8064,8070,Jab
8071,8080,Cross
8084,8093,Jab
8094,8099,Jab
8100,8114,Cross
8115,8123,Jab
8124,8130,Jab
8131,8141,Cross
8143,8153,Jab
8154,8160,Jab
8161,8173,Cross
8175,8185,Jab
8186,8191,Jab
8192,8203,Cross
8206,8215,Jab
8216,8222,Jab
8223,8234,Cross
8239,8248,Jab
8249,8255,Jab
8256,8265,Cross
8271,8280,Jab
8281,8287,Jab
8288,8298,Cross
8302,8311,Jab
8312,8318,Jab
8319,8328,Cross
8333,8342,Jab
8343,8348,Jab
8349,8358,Cross
8363,8372,Jab
8373,8379,Jab
8380,8389,Cross
8395,8404,Jab
8405,8412,Jab
8413,8425,Cross
8428,8437,Jab
8438,8444,Jab
8445,8454,Cross
8459,8468,Jab
8469,8475,Jab
8476,8486,Cross
8490,8500,Jab
8501,8506,Jab
8507,8516,Cross
8520,8530,Jab
8531,8537,Jab
8538,8546,Cross
8551,8560,Jab
8561,8568,Jab
8569,8577,Cross
8581,8592,Jab
8593,8600,Jab
8601,8608,Cross
8613,8623,Jab
8624,8631,Jab
8632,8639,Cross
8645,8655,Jab
8656,8664,Jab
8665,8672,Cross
8677,8686,Jab
8687,8694,Jab
8695,8703,Cross
8708,8717,Jab
8718,8725,Jab
8726,8734,Cross
8739,8748,Jab
8749,8756,Jab
8757,8765,Cross
8770,8779,Jab
8780,8788,Jab
8789,8798,Cross
8803,8812,Jab
8813,8820,Jab
8821,8829,Cross
8834,8843,Jab
8844,8851,Jab
8852,8862,Cross
8866,8875,Jab
8876,8883,Jab
8884,8894,Cross
8898,8906,Jab
8907,8914,Jab
8915,8924,Cross
8927,8937,Jab
8938,8945,Jab
8946,8955,Cross
8959,8968,Jab
8969,8976,Jab
8977,8987,Cross
8990,8999,Jab
9000,9007,Jab
9008,9017,Cross
9020,9030,Jab
9031,9037,Jab
9038,9049,Cross
9053,9062,Jab
9063,9069,Jab
9070,9080,Cross
9115,9123,Cross
9141,9154,Jab
9175,9194,Cross
9208,9223,Jab
9242,9261,Cross
9273,9295,Jab
9309,9330,Cross
9341,9359,Jab
9375,9399,Cross
9410,9430,Jab
9445,9468,Cross
9481,9496,Jab
9515,9537,Cross
9548,9569,Jab
9585,9606,Cross
9616,9633,Jab
9653,9673,Cross
9684,9703,Jab
9720,9741,Cross
9753,9771,Jab
9789,9807,Cross
10665,10679,Cross
10680,10685,Jab
10686,10696,Cross
10705,10714,Cross
10714,10720,Lead Uppercut
10721,10730,Cross
10742,10750,Cross
10750,10757,Lead Uppercut
10758,10767,Cross
10775,10783,Cross
10783,10790,Lead Uppercut
10791,10800,Cross
10806,10816,Cross
10816,10823,Lead Uppercut
10824,10832,Cross
10837,10847,Cross
10848,10854,Lead Uppercut
10855,10864,Cross
10865,10879,Cross
10879,10886,Lead Uppercut
10887,10896,Cross
10902,10911,Cross
10911,10919,Lead Uppercut
10920,10927,Cross
10937,10943,Cross
10944,10951,Lead Uppercut
10952,10960,Cross
10970,10978,Cross
10979,10985,Lead Uppercut
10986,10994,Cross
11001,11009,Cross
11010,11016,Lead Uppercut
11017,11025,Cross
11034,11042,Cross
11043,11049,Lead Uppercut
11050,11059,Cross
11068,11075,Cross
11076,11082,Lead Uppercut
11083,11094,Cross
11101,11110,Cross
11110,11117,Lead Uppercut
11118,11127,Cross
11136,11144,Cross
11144,11151,Lead Uppercut
11152,11162,Cross
11170,11178,Cross
11179,11186,Lead Uppercut
11187,11197,Cross
11203,11212,Cross
11212,11218,Lead Uppercut
11219,11228,Cross
11238,11246,Cross
11247,11253,Lead Uppercut
11254,11263,Cross
11273,11282,Cross
11283,11289,Lead Uppercut
11290,11299,Cross
11309,11317,Cross
11318,11325,Lead Uppercut
11326,11337,Cross
11347,11354,Cross
11355,11361,Lead Uppercut
11362,11373,Cross
11384,11391,Cross
11391,11398,Lead Uppercut
11399,11409,Cross
11419,11428,Cross
11428,11435,Lead Uppercut
11436,11446,Cross
11456,11466,Cross
11467,11472,Lead Uppercut
11473,11483,Cross
11496,11504,Cross
11505,11511,Lead Uppercut
11512,11522,Cross
11533,11541,Cross
11542,11549,Lead Uppercut
11550,11559,Cross
11571,11579,Cross
11580,11586,Lead Uppercut
11587,11596,Cross
11608,11616,Cross
11617,11623,Lead Uppercut
11624,11632,Cross
11647,11654,Cross
11655,11662,Lead Uppercut
11663,11673,Cross
11685,11693,Cross
11694,11700,Lead Uppercut
11701,11710,Cross
11724,11732,Cross
11733,11739,Lead Uppercut
11740,11749,Cross
11761,11771,Cross
11772,11779,Lead Uppercut
11780,11790,Cross
11802,11812,Cross
11813,11819,Lead Uppercut
11820,11830,Cross
11842,11851,Cross
11852,11858,Lead Uppercut
11859,11870,Cross
11882,11892,Cross
11893,11899,Lead Uppercut
11900,11910,Cross
11924,11932,Cross
11933,11938,Lead Uppercut
11939,11949,Cross
11962,11972,Cross
11973,11978,Lead Uppercut
11979,11989,Cross
12002,12012,Cross
12013,12018,Lead Uppercut
12019,12029,Cross
12040,12051,Cross
12052,12057,Lead Uppercut
12058,12068,Cross
12079,12088,Cross
12089,12095,Lead Uppercut
12096,12107,Cross
12836,12846,Cross
12846,12852,Lead Uppercut
12853,12863,Cross
12871,12879,Cross
12879,12884,Lead Uppercut
12885,12895,Cross
12902,12909,Cross
12910,12915,Lead Uppercut
12916,12926,Cross
12934,12942,Cross
12943,12948,Lead Uppercut
12949,12959,Cross
12967,12976,Cross
12977,12982,Lead Uppercut
12983,12993,Cross
13000,13008,Cross
13009,13014,Lead Uppercut
13015,13025,Cross
13032,13041,Cross
13042,13047,Lead Uppercut
13048,13058,Cross
13064,13073,Cross
13074,13080,Lead Uppercut
13081,13091,Cross
13098,13106,Cross
13106,13112,Lead Uppercut
13113,13123,Cross
13130,13138,Cross
13139,13145,Lead Uppercut
13146,13156,Cross
13164,13172,Cross
13173,13179,Lead Uppercut
13180,13190,Cross
13197,13206,Cross
13207,13213,Lead Uppercut
13214,13224,Cross
13233,13241,Cross
13242,13248,Lead Uppercut
13249,13258,Cross
13267,13275,Cross
13276,13282,Lead Uppercut
13283,13292,Cross
13302,13310,Cross
13311,13317,Lead Uppercut
13318,13328,Cross
13336,13343,Cross
13344,13350,Lead Uppercut
13351,13361,Cross
13370,13378,Cross
13379,13385,Lead Uppercut
13386,13396,Cross
13404,13413,Cross
13414,13420,Lead Uppercut
13421,13431,Cross
13439,13448,Cross
13449,13455,Lead Uppercut
13456,13466,Cross
13475,13485,Cross
13486,13492,Lead Uppercut
13493,13503,Cross
13512,13521,Cross
13522,13528,Lead Uppercut
13529,13538,Cross
13548,13557,Cross
13558,13564,Lead Uppercut
13565,13575,Cross
13587,13595,Cross
13596,13602,Lead Uppercut
13603,13613,Cross
13624,13633,Cross
13634,13639,Lead Uppercut
13640,13650,Cross
13660,13669,Cross
13670,13675,Lead Uppercut
13676,13686,Cross
13698,13706,Cross
13707,13713,Lead Uppercut
13714,13724,Cross
13736,13744,Cross
13745,13750,Lead Uppercut
13751,13761,Cross
13772,13781,Cross
13782,13788,Lead Uppercut
13789,13799,Cross
13810,13819,Cross
13820,13826,Lead Uppercut
13827,13837,Cross
13849,13859,Cross
13860,13865,Lead Uppercut
13866,13876,Cross
13888,13898,Cross
13899,13904,Lead Uppercut
13905,13915,Cross
13927,13937,Cross
13938,13943,Lead Uppercut
13944,13955,Cross
13965,13976,Cross
13977,13982,Lead Uppercut
13983,13994,Cross
14004,14015,Cross
14016,14021,Lead Uppercut
14022,14033,Cross
14044,14054,Cross
14055,14060,Lead Uppercut
14061,14073,Cross
14083,14094,Cross
14095,14100,Lead Uppercut
14101,14111,Cross
14123,14131,Cross
14132,14138,Lead Uppercut
14139,14150,Cross
14161,14170,Cross
14171,14177,Lead Uppercut
14178,14188,Cross
14199,14210,Cross
14211,14216,Lead Uppercut
14217,14228,Cross
14239,14250,Cross
14251,14257,Lead Uppercut
14258,14269,Cross
15029,15039,Cross
15040,15045,Lead Uppercut
15046,15056,Cross
15064,15074,Cross
15075,15080,Lead Uppercut
15081,15091,Cross
15098,15107,Cross
15108,15112,Lead Uppercut
15113,15123,Cross
15131,15140,Cross
15141,15146,Lead Uppercut
15147,15157,Cross
15163,15172,Cross
15173,15179,Lead Uppercut
15180,15188,Cross
15197,15206,Cross
15207,15212,Lead Uppercut
15213,15223,Cross
15230,15239,Cross
15240,15245,Lead Uppercut
15246,15256,Cross
15265,15273,Cross
15274,15279,Lead Uppercut
15280,15290,Cross
15298,15306,Cross
15307,15313,Lead Uppercut
15314,15322,Cross
15331,15339,Cross
15340,15346,Lead Uppercut
15347,15357,Cross
15363,15373,Cross
15374,15380,Lead Uppercut
15381,15391,Cross
15398,15408,Cross
15409,15413,Lead Uppercut
15414,15424,Cross
15432,15442,Cross
15443,15448,Lead Uppercut
15449,15459,Cross
15466,15476,Cross
15477,15483,Lead Uppercut
15484,15494,Cross
15501,15510,Cross
15511,15517,Lead Uppercut
15518,15528,Cross
15534,15544,Cross
15545,15550,Lead Uppercut
15551,15561,Cross
15568,15577,Cross
15578,15583,Lead Uppercut
15584,15594,Cross
15601,15611,Cross
15612,15617,Lead Uppercut
15618,15628,Cross
15635,15644,Cross
15645,15650,Lead Uppercut
15651,15661,Cross
15668,15678,Cross
15679,15683,Lead Uppercut
15684,15695,Cross
15702,15712,Cross
15713,15718,Lead Uppercut
15719,15729,Cross
15734,15746,Cross
15747,15752,Lead Uppercut
15753,15763,Cross
15764,15780,Cross
15781,15787,Lead Uppercut
15788,15798,Cross
15805,15815,Cross
15816,15822,Lead Uppercut
15823,15824,Cross
15840,15850,Cross
15851,15857,Lead Uppercut
15858,15868,Cross
15877,15887,Cross
15888,15894,Lead Uppercut
15895,15905,Cross
15913,15923,Cross
15924,15930,Lead Uppercut
15931,15941,Cross
15950,15959,Cross
15960,15965,Lead Uppercut
15966,15976,Cross
15986,15996,Cross
15997,16002,Lead Uppercut
16003,16014,Cross
16024,16035,Cross
16036,16042,Lead Uppercut
16043,16054,Cross
16060,16072,Cross
16073,16078,Lead Uppercut
16079,16090,Cross
16097,16108,Cross
16109,16114,Lead Uppercut
16115,16125,Cross
16132,16145,Cross
16146,16151,Lead Uppercut
16152,16162,Cross
16170,16181,Cross
16182,16187,Lead Uppercut
16188,16199,Cross
16207,16218,Cross
16219,16224,Lead Uppercut
16225,16236,Cross
16243,16255,Cross
16256,16261,Lead Uppercut
16262,16274,Cross
16282,16292,Cross
16293,16298,Lead Uppercut
16299,16310,Cross
16318,16330,Cross
16331,16336,Lead Uppercut
16337,16348,Cross
16357,16367,Cross
16368,16373,Lead Uppercut
16374,16384,Cross
16393,16405,Cross
16406,16412,Lead Uppercut
16413,16424,Cross
18033,18044,Lead Hook
18045,18059,Cross
18060,18070,Lead Hook
18071,18081,Cross
18082,18091,Lead Hook
18095,18103,Cross
18104,18115,Lead Hook
18116,18126,Cross
18127,18136,Lead Hook
18141,18151,Cross
18152,18164,Lead Hook
18165,18175,Cross
18176,18188,Lead Hook
18190,18201,Cross
18202,18212,Lead Hook
18214,18224,Cross
18225,18236,Lead Hook
18239,18249,Cross
18250,18260,Lead Hook
18261,18271,Cross
18274,18284,Lead Hook
18288,18298,Cross
18299,18309,Lead Hook
18311,18320,Cross
18322,18333,Lead Hook
18338,18347,Cross
18348,18357,Lead Hook
18360,18370,Cross
18371,18380,Lead Hook
18384,18395,Cross
18396,18406,Lead Hook
18409,18418,Cross
18419,18429,Lead Hook
18432,18442,Cross
18444,18453,Lead Hook
18458,18465,Cross
18467,18477,Lead Hook
18480,18489,Cross
18491,18502,Lead Hook
18504,18514,Cross
18515,18525,Lead Hook
18529,18539,Cross
18540,18550,Lead Hook
18553,18562,Cross
18564,18574,Lead Hook
18581,18590,Cross
18592,18602,Lead Hook
18607,18615,Cross
18620,18630,Lead Hook
18635,18645,Cross
18646,18656,Lead Hook
18661,18669,Cross
18671,18681,Lead Hook
18686,18695,Cross
18697,18708,Lead Hook
18712,18721,Cross
18722,18732,Lead Hook
18736,18746,Cross
18748,18757,Lead Hook
18762,18772,Cross
18773,18782,Lead Hook
18785,18796,Cross
18797,18809,Lead Hook
18810,18821,Cross
18822,18831,Lead Hook
18835,18845,Cross
18846,18858,Lead Hook
18861,18871,Cross
18872,18882,Lead Hook
18886,18897,Cross
18898,18907,Lead Hook
18911,18921,Cross
18922,18932,Lead Hook
18933,18943,Cross
18945,18958,Lead Hook
18960,18971,Cross
18972,18982,Lead Hook
18986,18996,Cross
18997,19008,Lead Hook
19011,19021,Cross
19022,19032,Lead Hook
19038,19047,Cross
19048,19059,Lead Hook
19062,19073,Cross
19074,19084,Lead Hook
19088,19098,Cross
19099,19111,Lead Hook
19114,19124,Cross
19125,19137,Lead Hook
19139,19149,Cross
19152,19165,Lead Hook
19167,19178,Cross
19179,19190,Lead Hook
19194,19205,Cross
19206,19219,Lead Hook
19221,19231,Cross
19233,19243,Lead Hook
19246,19256,Cross
19258,19271,Lead Hook
19273,19283,Cross
19284,19295,Lead Hook
19299,19309,Cross
19310,19322,Lead Hook
19324,19335,Cross
19336,19349,Lead Hook
19353,19363,Cross
19366,19378,Lead Hook
19381,19392,Cross
19394,19405,Lead Hook
19408,19418,Cross
19421,19433,Lead Hook
19435,19446,Cross
19447,19460,Lead Hook
19493,19504,Jab
19514,19525,Jab
19567,19577,Jab
19578,19591,Jab
19636,19646,Jab
19658,19668,Jab
19710,19724,Jab
19730,19742,Jab
19799,19809,Jab
19811,19825,Jab
19839,19851,Jab
19858,19871,Jab
19896,19910,Jab
19914,19927,Jab
19965,19976,Jab
19983,19994,Jab
20006,20016,Jab
20018,20030,Jab
20059,20070,Jab
20073,20085,Jab
20187,20199,Lead Hook
20204,20213,Cross
20214,20226,Lead Hook
20230,20240,Cross
20241,20251,Lead Hook
20255,20264,Cross
20265,20277,Lead Hook
20280,20288,Cross
20289,20298,Lead Hook
20300,20313,Cross
20314,20326,Lead Hook
20330,20338,Cross
20342,20352,Lead Hook
20357,20368,Cross
20371,20381,Lead Hook
20385,20394,Cross
20396,20407,Lead Hook
20414,20424,Cross
20427,20437,Lead Hook
20442,20451,Cross
20454,20464,Lead Hook
20471,20480,Cross
20482,20494,Lead Hook
20498,20507,Cross
20511,20522,Lead Hook
20528,20538,Cross
20540,20551,Lead Hook
20556,20565,Cross
20566,20577,Lead Hook
20578,20588,Cross
20589,20601,Lead Hook
20602,20611,Cross
20612,20622,Lead Hook
20623,20631,Cross
20632,20642,Lead Hook
20643,20651,Cross
20652,20662,Lead Hook
20663,20671,Cross
20672,20681,Lead Hook
20683,20690,Cross
20691,20701,Lead Hook
20702,20711,Cross
20712,20723,Lead Hook
20724,20731,Cross
20732,20743,Lead Hook
20746,20755,Cross
20756,20766,Lead Hook
20767,20776,Cross
20777,20787,Lead Hook
20788,20796,Cross
20797,20808,Lead Hook
20809,20817,Cross
20818,20827,Lead Hook
20828,20837,Cross
20838,20847,Lead Hook
20848,20856,Cross
20857,20867,Lead Hook
20868,20876,Cross
20877,20887,Lead Hook
20888,20895,Cross
20896,20906,Lead Hook
20907,20915,Cross
20916,20924,Lead Hook
20925,20934,Cross
20935,20944,Lead Hook
20945,20953,Cross
20954,20964,Lead Hook
20965,20972,Cross
20973,20983,Lead Hook
20984,20991,Cross
20992,21002,Lead Hook
21003,21010,Cross
21010,21020,Lead Hook
21021,21029,Cross
21030,21039,Lead Hook
21040,21048,Cross
21049,21057,Lead Hook
21058,21067,Cross
21068,21077,Lead Hook
21078,21085,Cross
21086,21096,Lead Hook
21097,21104,Cross
21105,21114,Lead Hook
21115,21125,Cross
21126,21134,Lead Hook
21136,21144,Cross
21145,21155,Lead Hook
21156,21165,Cross
21167,21175,Lead Hook
21176,21184,Cross
21185,21194,Lead Hook
21195,21204,Cross
21205,21213,Lead Hook
21214,21222,Cross
21223,21232,Lead Hook
21233,21241,Cross
21242,21252,Lead Hook
21253,21260,Cross
21261,21272,Lead Hook
21273,21282,Cross
21283,21292,Lead Hook
21293,21301,Cross
21302,21312,Lead Hook
21313,21321,Cross
21322,21331,Lead Hook
21332,21340,Cross
21341,21350,Lead Hook
21351,21359,Cross
21360,21370,Lead Hook
21371,21379,Cross
21380,21390,Lead Hook
21391,21400,Cross
21401,21411,Lead Hook
21412,21421,Cross
21422,21431,Lead Hook
21432,21441,Cross
21442,21452,Lead Hook
21453,21462,Cross
21463,21473,Lead Hook
21474,21482,Cross
21483,21493,Lead Hook
21494,21502,Cross
21503,21513,Lead Hook
21514,21522,Cross
21523,21534,Lead Hook
21535,21542,Cross
21543,21553,Lead Hook
21554,21562,Cross
21563,21573,Lead Hook
21574,21581,Cross
21582,21592,Lead Hook
21593,21602,Cross
21603,21613,Lead Hook
21614,21623,Cross
21714,21724,Jab
21764,21779,Jab
21780,21791,Jab
21830,21841,Jab
21849,21861,Jab
21904,21917,Jab
21925,21936,Jab
21980,21991,Jab
21997,22007,Jab
22058,22068,Jab
22073,22083,Jab
22121,22131,Jab
22134,22145,Jab
22180,22190,Jab
22191,22205,Jab
22215,22225,Jab
22261,22271,Jab
22307,22316,Jab
22319,22331,Jab
22406,22416,Lead Hook
22417,22425,Cross
22426,22435,Lead Hook
22436,22443,Cross
22444,22455,Lead Hook
22456,22462,Cross
22463,22472,Lead Hook
22473,22480,Cross
22481,22490,Lead Hook
22491,22499,Cross
22500,22507,Lead Hook
22508,22515,Cross
22516,22525,Lead Hook
22526,22534,Cross
22535,22545,Lead Hook
22546,22554,Cross
22555,22564,Lead Hook
22565,22573,Cross
22574,22584,Lead Hook
22585,22592,Cross
22592,22602,Lead Hook
22603,22610,Cross
22611,22621,Lead Hook
22622,22629,Cross
22630,22639,Lead Hook
22640,22648,Cross
22649,22658,Lead Hook
22659,22667,Cross
22668,22677,Lead Hook
22678,22685,Cross
22686,22696,Lead Hook
22697,22705,Cross
22706,22714,Lead Hook
22715,22723,Cross
22724,22733,Lead Hook
22734,22741,Cross
22742,22751,Lead Hook
22752,22760,Cross
22761,22771,Lead Hook
22772,22779,Cross
22780,22790,Lead Hook
22791,22798,Cross
22799,22808,Lead Hook
22809,22816,Cross
22816,22816,Lead Hook
22817,22835,Cross
22836,22845,Lead Hook
22846,22853,Cross
22854,22863,Lead Hook
22864,22871,Cross
22872,22882,Lead Hook
22883,22889,Cross
22890,22899,Lead Hook
22900,22907,Cross
22908,22918,Lead Hook
22919,22927,Cross
22928,22936,Lead Hook
22937,22945,Cross
22946,22955,Lead Hook
22956,22963,Cross
22964,22975,Lead Hook
22976,22983,Cross
22984,22993,Lead Hook
22994,23002,Cross
23003,23011,Lead Hook
23012,23021,Cross
23022,23031,Lead Hook
23032,23039,Cross
23040,23050,Lead Hook
23051,23058,Cross
23059,23069,Lead Hook
23070,23077,Cross
23078,23087,Lead Hook
23088,23096,Cross
23097,23107,Lead Hook
23108,23115,Cross
23116,23126,Lead Hook
25353,25357,Jab
25357,25361,Cross
25361,25366,Lead Hook
25369,25374,Cross
25377,25385,Lead Hook
25387,25388,Lead Hook
25389,25394,Rear Uppercut
25395,25404,Lead Hook
25405,25414,Rear Uppercut
25416,25426,Lead Hook
25431,25433,Cross
25435,25441,Lead Hook
25445,25449,Cross
25450,25458,Lead Hook
25462,25469,Rear Uppercut
25470,25476,Lead Hook
25481,25488,Cross
25489,25498,Lead Hook
25502,25513,Rear Hook
25518,25525,Lead Hook
25530,25538,Cross
25539,25549,Lead Hook
25553,25560,Rear Hook
25561,25569,Lead Hook
25575,25582,Cross
25584,25592,Lead Hook
25596,25604,Rear Hook
25608,25615,Rear Uppercut
25616,25623,Lead Hook
25632,25640,Lead Uppercut
25641,25647,Cross
25647,25656,Lead Hook
25662,25669,Rear Hook
25670,25679,Lead Hook
25682,25691,Rear Hook
25692,25703,Lead Hook
25707,25713,Rear Uppercut
25714,25721,Lead Hook
25749,25754,Cross
25755,25760,Jab
25760,25764,Cross
25765,25769,Jab
25770,25775,Cross
25776,25781,Jab
25782,25790,Rear Hook
25791,25799,Lead Hook
25805,25813,Rear Hook
25815,25824,Lead Hook
25829,25837,Rear Uppercut
25838,25845,Lead Hook
25850,25857,Rear Hook
25860,25868,Lead Hook
25861,25874,Rear Uppercut
25875,25882,Lead Hook
25887,25895,Rear Hook
25899,25909,Lead Hook
25917,25923,Rear Uppercut
25924,25931,Lead Hook
25939,25945,Lead Uppercut
25945,25953,Rear Uppercut
25953,25961,Lead Hook
25965,25977,Rear Hook
25979,25990,Lead Hook
25994,26003,Rear Hook
26008,26017,Lead Hook
26018,26025,Rear Hook
26026,26036,Lead Hook
26037,26049,Rear Uppercut
26053,26058,Jab
26059,26064,Cross
26068,26076,Jab
