start_frame,end_frame,class
16014,16028,Lead Uppercut
16026,16038,Rear Uppercut
16059,16071,Lead Uppercut
16069,16080,Rear Uppercut
16100,16111,Lead Uppercut
16103,16122,Rear Uppercut
16249,16267,Lead Uppercut
16262,16276,Rear Uppercut
16280,16304,Lead Uppercut
16321,16337,Lead Uppercut
16332,16346,Rear Uppercut
16367,16381,Lead Uppercut
16377,16390,Rear Uppercut
16403,16417,Lead Uppercut
16414,16428,Rear Uppercut
16469,16482,Lead Uppercut
16481,16495,Rear Uppercut
16523,16538,Lead Uppercut
16534,16548,Rear Uppercut
16579,16595,Lead Uppercut
16592,16607,Rear Uppercut
16669,16680,Lead Uppercut
16682,16695,Rear Uppercut
16727,16737,Lead Uppercut
16738,16752,Rear Uppercut
16806,16818,Lead Uppercut
16816,16831,Rear Uppercut
16858,16874,Lead Uppercut
16868,16883,Rear Uppercut
16918,16930,Lead Uppercut
16925,16938,Rear Uppercut
16988,17000,Lead Uppercut
16996,17008,Rear Uppercut
17050,17062,Lead Uppercut
17056,17066,Rear Uppercut
17139,17150,Lead Uppercut
17147,17160,Rear Uppercut
17215,17226,Lead Uppercut
17223,17234,Rear Uppercut
17276,17287,Lead Uppercut
17282,17293,Rear Uppercut
17333,17344,Lead Uppercut
17342,17352,Rear Uppercut
17393,17406,Lead Uppercut
17402,17412,Rear Uppercut
17488,17500,Lead Uppercut
17496,17507,Rear Uppercut
17545,17555,Lead Uppercut
17553,17564,Rear Uppercut
17600,17615,Lead Uppercut
17610,17622,Rear Uppercut
17683,17694,Lead Uppercut
17692,17703,Rear Uppercut
17748,17758,Lead Uppercut
17756,17771,Rear Uppercut
17813,17825,Lead Uppercut
17821,17833,Rear Uppercut
17878,17889,Lead Uppercut
17886,17899,Rear Uppercut
17943,17957,Lead Uppercut
17953,17966,Rear Uppercut
18014,18029,Lead Uppercut
18024,18037,Rear Uppercut
18099,18112,Lead Uppercut
18107,18120,Rear Uppercut
18185,18196,Lead Uppercut
18195,18208,Rear Uppercut
18320,18332,Lead Uppercut
18329,18341,Rear Uppercut
18413,18424,Lead Uppercut
18421,18434,Rear Uppercut
18487,18502,Lead Uppercut
18495,18509,Rear Uppercut
18584,18597,Lead Uppercut
18593,18603,Rear Uppercut
18691,18703,Lead Uppercut
18700,18713,Rear Uppercut
18779,18793,Lead Uppercut
18789,18800,Rear Uppercut
18868,18882,Lead Uppercut
18877,18888,Rear Uppercut
18950,18964,Lead Uppercut
18960,18972,Rear Uppercut
19087,19102,Lead Uppercut
19096,19106,Rear Uppercut
19238,19249,Lead Uppercut
19245,19257,Rear Uppercut
19347,19360,Lead Uppercut
19355,19367,Rear Uppercut
19422,19435,Lead Uppercut
19430,19442,Rear Uppercut
19795,19809,Lead Uppercut
19840,19856,Lead Uppercut
19953,19977,Rear Uppercut
19987,20007,Rear Uppercut
20028,20046,Lead Uppercut
20069,20085,Rear Uppercut
20096,20109,Lead Uppercut
20118,20136,Lead Uppercut
20287,20298,Rear Uppercut
20308,20317,Lead Uppercut
20370,20388,Lead Uppercut
20440,20455,Rear Uppercut
20460,20479,Lead Uppercut
20631,20644,Lead Uppercut
20781,20792,Lead Uppercut
21144,21156,Rear Uppercut
21192,21203,Rear Uppercut
21228,21242,Lead Uppercut
21248,21261,Rear Uppercut
21574,21583,Rear Uppercut
21620,21631,Rear Uppercut
21813,21826,Lead Uppercut
21840,21853,Rear Uppercut
22311,22323,Rear Uppercut
22334,22346,Lead Uppercut
22497,22509,Lead Uppercut
22540,22551,Rear Uppercut
23013,23022,Rear Uppercut
23032,23044,Lead Uppercut
23212,23227,Lead Uppercut
23274,23287,Lead Uppercut
23349,23361,Lead Uppercut
23419,23432,Lead Uppercut
23475,23488,Lead Uppercut
23515,23533,Lead Uppercut
23552,23566,Lead Uppercut
23601,23615,Lead Uppercut
23649,23663,Lead Uppercut
23694,23709,Lead Uppercut
23739,23753,Lead Uppercut
23784,23797,Lead Uppercut
23830,23843,Lead Uppercut
23896,23910,Lead Uppercut
23946,23960,Lead Uppercut
23989,24004,Lead Uppercut
24039,24052,Lead Uppercut
24090,24105,Lead Uppercut
24156,24169,Lead Uppercut
24228,24243,Lead Uppercut
24324,24338,Lead Uppercut
24405,24419,Lead Uppercut
24498,24512,Lead Uppercut
24601,24615,Lead Uppercut
24716,24729,Lead Uppercut
24823,24840,Lead Uppercut
24901,24925,Lead Uppercut
25016,25030,Lead Uppercut
25094,25108,Lead Uppercut
25187,25202,Lead Uppercut
25257,25279,Lead Uppercut
25362,25382,Lead Uppercut
25455,25474,Lead Uppercut
25585,25598,Lead Uppercut
25627,25639,Lead Uppercut
25711,25724,Lead Uppercut
25769,25783,Lead Uppercut
25828,25842,Lead Uppercut
25893,25904,Lead Uppercut
25949,25964,Lead Uppercut
29972,29998,Lead Hook
29998,30025,Rear Hook
30028,30054,Lead Uppercut
30056,30080,Rear Uppercut
30246,30259,Rear Uppercut
30253,30263,Lead Uppercut
30258,30268,Rear Uppercut
30263,30278,Lead Hook
30509,30531,Lead Hook
30535,30557,Rear Hook
30563,30585,Lead Uppercut
30594,30615,Rear Uppercut
30735,30758,Lead Hook
30756,30771,Rear Hook
30776,30796,Lead Uppercut
30803,30822,Rear Uppercut
30859,30878,Lead Hook
30874,30894,Rear Hook
30894,30916,Lead Uppercut
30920,30941,Rear Uppercut
31017,31042,Lead Uppercut
31048,31075,Rear Uppercut
31097,31117,Lead Uppercut
31133,31156,Rear Uppercut
31243,31262,Lead Hook
31264,31291,Rear Hook
31291,31310,Lead Uppercut
31316,31335,Rear Uppercut
31373,31396,Lead Hook
31390,31410,Rear Hook
31409,31429,Lead Uppercut
31436,31457,Rear Uppercut
31489,31507,Lead Hook
31502,31522,Rear Hook
31527,31542,Lead Uppercut
31538,31554,Rear Uppercut
31597,31615,Lead Hook
31611,31629,Rear Hook
31630,31645,Lead Uppercut
31641,31659,Rear Uppercut
31683,31700,Lead Hook
31695,31717,Rear Hook
31720,31738,Lead Uppercut
31746,31763,Rear Uppercut
31806,31822,Lead Hook
31819,31836,Rear Hook
31835,31847,Lead Uppercut
31845,31863,Rear Uppercut
31897,31916,Lead Hook
31910,31926,Rear Hook
31926,31943,Lead Uppercut
31938,31956,Rear Uppercut
31001,31020,Lead Hook
32012,32033,Rear Hook
32027,32043,Lead Uppercut
32040,32055,Rear Uppercut
32295,32310,Lead Hook
32305,32321,Rear Hook
32707,32724,Lead Hook
32720,32734,Rear Hook
32824,32837,Lead Hook
32834,32848,Rear Hook
32905,32919,Lead Hook
32916,32929,Rear Hook
32995,33010,Lead Hook
33006,33021,Rear Hook
33085,33100,Lead Hook
33097,33111,Rear Hook
33174,33189,Lead Hook
33184,33198,Rear Hook
33263,33278,Lead Hook
33273,33289,Rear Hook
33354,33368,Lead Hook
33363,33380,Rear Hook
33441,33457,Lead Hook
33454,33471,Rear Hook
33538,33555,Lead Hook
33550,33568,Rear Hook
33639,33656,Lead Hook
33650,33667,Rear Hook
33735,33753,Lead Hook
33748,33763,Rear Hook
33824,33839,Lead Hook
33833,33850,Rear Hook
33911,33929,Lead Hook
34063,34079,Lead Hook
34074,34091,Rear Hook
34158,34173,Lead Hook
34169,34185,Rear Hook
34245,34261,Lead Hook
34256,34271,Rear Hook
34333,34350,Lead Hook
34345,34361,Rear Hook
34420,34437,Lead Hook
34432,34447,Rear Hook
34510,34527,Lead Hook
34522,34538,Rear Hook
34600,34616,Lead Hook
34611,34627,Rear Hook
34688,34707,Lead Hook
34702,34718,Rear Hook
34793,34810,Lead Hook
34805,34821,Rear Hook
34886,34904,Lead Hook
34898,34915,Rear Hook
34979,34996,Lead Hook
34992,35007,Rear Hook
35073,35089,Lead Hook
35086,35100,Rear Hook
35166,35182,Lead Hook
35178,35193,Rear Hook
36814,36829,Lead Uppercut
36825,36845,Rear Uppercut
36843,36859,Lead Uppercut
36856,36875,Rear Uppercut
36876,36892,Lead Uppercut
36888,36906,Rear Uppercut
36905,36920,Lead Uppercut
36917,36936,Rear Uppercut
36933,36949,Lead Uppercut
36946,36961,Rear Uppercut
36961,36977,Lead Uppercut
36972,36987,Rear Uppercut
36985,37002,Lead Uppercut
36995,37010,Rear Uppercut
37009,37026,Lead Uppercut
37022,37032,Rear Uppercut
37035,37051,Lead Uppercut
37047,37061,Rear Uppercut
37061,37076,Lead Uppercut
37072,37088,Rear Uppercut
37086,37104,Lead Uppercut
37099,37112,Rear Uppercut
37113,37128,Lead Uppercut
37125,37138,Rear Uppercut
37135,37154,Lead Uppercut
37150,37162,Rear Uppercut
37163,37178,Lead Uppercut
37175,37190,Rear Uppercut
37190,37206,Lead Uppercut
37203,37218,Rear Uppercut
37216,37230,Lead Uppercut
37227,37241,Rear Uppercut
37241,37257,Lead Uppercut
37253,37267,Rear Uppercut
37267,37279,Lead Uppercut
37278,37292,Rear Uppercut
37290,37307,Lead Uppercut
37303,37312,Rear Uppercut
37317,37333,Lead Uppercut
37329,37341,Rear Uppercut
37341,37367,Lead Uppercut
37372,37396,Rear Uppercut
37399,37422,Lead Uppercut
37441,37453,Rear Uppercut
37450,37467,Lead Uppercut
37470,37484,Rear Uppercut
37480,37495,Lead Uppercut
37497,37511,Lead Uppercut
37508,37522,Rear Uppercut
37521,37537,Lead Uppercut
37535,37549,Rear Uppercut
37548,37564,Lead Uppercut
37560,37575,Rear Uppercut
37576,37590,Lead Uppercut
37587,37601,Rear Uppercut
37603,37621,Lead Uppercut
37615,37629,Rear Uppercut
37632,37648,Lead Uppercut
37644,37656,Rear Uppercut
37659,37675,Lead Uppercut
37670,37685,Rear Uppercut
37685,37702,Lead Uppercut
37697,37712,Rear Uppercut
37713,37730,Lead Uppercut
37724,37739,Rear Uppercut
37738,37755,Lead Uppercut
37750,37765,Rear Uppercut
37765,37779,Lead Uppercut
37775,37791,Rear Uppercut
37797,37804,Lead Uppercut
37801,37817,Lead Uppercut
37816,37829,Rear Uppercut
37826,37844,Lead Uppercut
37851,37869,Rear Uppercut
37865,37878,Lead Uppercut
37875,37891,Rear Uppercut
37890,37904,Lead Uppercut
37902,37917,Rear Uppercut
37915,37930,Lead Uppercut
37927,37940,Rear Uppercut
37941,37954,Lead Uppercut
37951,37966,Rear Hook
37967,37979,Lead Uppercut
37977,37993,Rear Uppercut
37991,38004,Lead Uppercut
38001,38016,Rear Uppercut
38016,38030,Lead Uppercut
38027,38042,Rear Uppercut
38042,38055,Lead Uppercut
38054,38066,Rear Uppercut
38067,38079,Lead Uppercut
38077,38091,Rear Uppercut
38092,38105,Lead Uppercut
38102,38118,Rear Uppercut
38118,38129,Lead Uppercut
38127,38143,Rear Uppercut
38141,38154,Lead Uppercut
38151,38168,Rear Uppercut
38166,38180,Lead Uppercut
38175,38191,Rear Uppercut
38189,38202,Lead Uppercut
38198,38215,Rear Uppercut
38215,38226,Lead Uppercut
38224,38239,Rear Uppercut
38238,38251,Lead Uppercut
38249,38263,Rear Uppercut
38263,38275,Lead Uppercut
38273,38287,Rear Uppercut
38286,38301,Lead Uppercut
38297,38313,Rear Uppercut
38312,38325,Lead Uppercut
38323,38334,Rear Uppercut
38336,38349,Lead Uppercut
38346,38364,Rear Uppercut
38360,38373,Lead Uppercut
38370,38385,Rear Uppercut
38385,38397,Lead Uppercut
38394,38409,Rear Uppercut
38407,38422,Lead Uppercut
38418,38433,Rear Uppercut
38431,38445,Lead Uppercut
38442,38459,Rear Uppercut
38456,38468,Lead Uppercut
38465,38480,Rear Uppercut
38480,38492,Lead Uppercut
38490,38501,Rear Uppercut
38503,38516,Lead Uppercut
38514,38525,Rear Uppercut
38526,38540,Lead Uppercut
38537,38552,Rear Uppercut
38550,38563,Lead Uppercut
38560,38574,Rear Uppercut
38574,38586,Lead Uppercut
38585,38601,Rear Uppercut
38599,38611,Lead Uppercut
38609,38624,Rear Uppercut
38622,38635,Lead Uppercut
38921,38945,Rear Uppercut
39001,39023,Lead Uppercut
39273,39292,Rear Uppercut
39323,39341,Lead Uppercut
39373,39389,Rear Uppercut
39421,39438,Rear Uppercut
39471,39489,Rear Uppercut
39685,39698,Rear Uppercut
39725,39739,Lead Uppercut
39763,39774,Lead Uppercut
39799,39811,Rear Uppercut
39866,39879,Rear Uppercut
39901,39916,Lead Uppercut
39942,39959,Lead Uppercut
39985,40000,Rear Uppercut
40029,40042,Rear Uppercut
40070,40084,Lead Uppercut
40111,40126,Lead Uppercut
40156,40170,Rear Uppercut
40197,40211,Rear Uppercut
40252,40266,Lead Uppercut
40294,40309,Lead Uppercut
40336,40349,Rear Uppercut
40382,40395,Rear Uppercut
40427,40441,Lead Uppercut
40471,40486,Lead Uppercut
40517,40533,Rear Uppercut
40562,40577,Rear Uppercut
40624,40639,Lead Uppercut
40668,40684,Lead Uppercut
40711,40725,Rear Uppercut
40755,40769,Rear Uppercut
40802,40818,Lead Uppercut
40851,40870,Lead Uppercut
40896,40911,Rear Uppercut
40945,40960,Rear Uppercut
40994,41012,Lead Uppercut
41045,41061,Lead Uppercut
41090,41104,Rear Uppercut
41137,41151,Rear Uppercut
41191,41206,Lead Uppercut
41238,41254,Lead Uppercut
41287,41300,Rear Uppercut
41336,41352,Lead Uppercut
41365,41379,Rear Uppercut
41410,41426,Lead Uppercut
41456,41471,Lead Uppercut
41499,41513,Rear Uppercut
41545,41558,Rear Uppercut
41591,41609,Lead Uppercut
41637,41652,Lead Uppercut
41685,41700,Rear Uppercut
41735,41749,Rear Uppercut
41783,41799,Lead Uppercut
41832,41849,Lead Uppercut
41878,41892,Rear Uppercut
41923,41934,Rear Uppercut
41964,41979,Lead Uppercut
42007,42021,Lead Uppercut
42051,42065,Rear Uppercut
42096,42109,Rear Uppercut
42144,42158,Lead Uppercut
42192,42211,Lead Uppercut
42287,42301,Rear Uppercut
42330,42347,Lead Uppercut
42383,42399,Lead Uppercut
42427,42441,Rear Uppercut
42486,42500,Rear Uppercut
42552,42568,Lead Uppercut
42599,42616,Lead Uppercut
42643,42657,Rear Uppercut
42692,42707,Rear Uppercut
42743,42757,Lead Uppercut
42792,42807,Lead Uppercut
42836,42851,Rear Uppercut
42898,42914,Rear Uppercut
42952,42971,Lead Uppercut
43003,43017,Rear Uppercut
43027,43041,Lead Uppercut
43112,43126,Rear Uppercut
43139,43155,Lead Uppercut
43200,43215,Rear Uppercut
43228,43247,Lead Uppercut
43272,43286,Rear Uppercut
43299,43314,Lead Uppercut
43343,43357,Rear Uppercut
43370,43388,Lead Uppercut
43413,43426,Rear Uppercut
43439,43459,Lead Uppercut
43486,43500,Rear Uppercut
43504,43513,Lead Uppercut
43556,43569,Rear Uppercut
43582,43600,Lead Uppercut
43632,43645,Rear Uppercut
43657,43673,Lead Uppercut
43704,43716,Rear Uppercut
43732,43747,Lead Uppercut
43783,43797,Rear Uppercut
43810,43824,Lead Uppercut
43853,43866,Rear Uppercut
43878,43894,Lead Uppercut
43926,43940,Rear Uppercut
43954,43968,Lead Uppercut
44001,44014,Rear Uppercut
44028,44042,Lead Uppercut
44102,44116,Rear Uppercut
44175,44189,Rear Uppercut
44201,44216,Lead Uppercut
44250,44263,Rear Uppercut
44277,44291,Lead Uppercut
44325,44338,Rear Uppercut
44352,44372,Lead Uppercut
